var,id_entidad,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
sexo,14,17847.0,13349.0,21373.0,23219.0,27872.0,33648.0,36288.0,41423.0,37645.0,36680.0,43755.0,48338.0,46178.0,44844.0,44311.0,46314.0,43120.0,39972.0,35095.0,25062.0,18145.0,16834.0,13303.0,9818.0,9227.0,10325.0
sexo,15,5143.0,8215.0,11140.0,10329.0,10953.0,12841.0,10470.0,11287.0,10669.0,12797.0,15819.0,19138.0,17777.0,17524.0,12311.0,7445.0,8377.0,8825.0,9988.0,11387.0,11467.0,12024.0,14446.0,14507.0,14726.0,16421.0
sexo,16,3023.0,3662.0,2227.0,5266.0,5927.0,6343.0,6374.0,7140.0,6890.0,7400.0,5444.0,8240.0,8245.0,6999.0,6961.0,7680.0,8658.0,7524.0,7100.0,9802.0,10802.0,10971.0,10668.0,10579.0,10257.0,13566.0
sexo,17,568.0,578.0,753.0,1261.0,2320.0,2081.0,2670.0,4033.0,4383.0,8896.0,9367.0,7737.0,7322.0,8075.0,7371.0,7434.0,7458.0,7461.0,7538.0,8317.0,7884.0,7700.0,8247.0,6885.0,7152.0,7523.0
sexo,18,825.0,727.0,506.0,1613.0,2092.0,4136.0,4508.0,3791.0,2821.0,2944.0,2738.0,2581.0,2218.0,2095.0,1695.0,2040.0,1863.0,1817.0,1746.0,1567.0,1203.0,1108.0,1051.0,730.0,1209.0,2062.0
sexo,19,37240.0,45308.0,35209.0,50079.0,60667.0,65534.0,63020.0,66767.0,66165.0,63005.0,54640.0,52321.0,43519.0,57161.0,41544.0,51467.0,56651.0,59192.0,64319.0,54040.0,56082.0,57647.0,54646.0,47929.0,52535.0,55462.0
sexo,20,1678.0,1911.0,1822.0,2086.0,2263.0,2457.0,2715.0,2969.0,3086.0,1255.0,2674.0,2274.0,2281.0,2798.0,2697.0,3172.0,2849.0,2956.0,2650.0,3372.0,3543.0,3113.0,3998.0,3374.0,3801.0,4223.0
sexo,21,1199.0,1287.0,1278.0,1707.0,6714.0,7743.0,13286.0,12713.0,11334.0,11000.0,12970.0,10158.0,9216.0,8896.0,7860.0,8615.0,8438.0,9131.0,7558.0,6081.0,6411.0,5534.0,5468.0,4898.0,5631.0,9417.0
sexo,22,2542.0,2546.0,3313.0,4627.0,6027.0,5756.0,7063.0,9055.0,10010.0,9173.0,7951.0,8658.0,8645.0,9543.0,11961.0,11632.0,12166.0,9867.0,10122.0,12123.0,11502.0,12218.0,10549.0,8004.0,8848.0,8554.0
sexo,23,3928.0,3639.0,3955.0,4125.0,4382.0,4973.0,4983.0,8235.0,8575.0,9672.0,9998.0,8756.0,8322.0,7258.0,8077.0,8303.0,8646.0,6345.0,5709.0,5120.0,4459.0,3948.0,4821.0,3606.0,5691.0,5870.0
sexo,24,3566.0,4324.0,4394.0,5211.0,5462.0,5409.0,5286.0,7050.0,6914.0,7570.0,7074.0,5091.0,3706.0,3275.0,3237.0,3435.0,3175.0,3587.0,3573.0,3161.0,3236.0,3731.0,4144.0,3649.0,4116.0,5801.0
sexo,25,7110.0,4945.0,6380.0,8264.0,9163.0,9100.0,8735.0,8567.0,12379.0,16884.0,13995.0,15216.0,10369.0,9490.0,7719.0,5910.0,5186.0,4756.0,6894.0,5825.0,5880.0,5835.0,6685.0,5354.0,5241.0,5202.0
sexo,26,11953.0,13051.0,12170.0,16061.0,16370.0,14240.0,13636.0,13991.0,13895.0,14083.0,12117.0,12217.0,10709.0,9623.0,8946.0,8419.0,7335.0,7541.0,7888.0,8710.0,10642.0,10820.0,11006.0,9208.0,14788.0,16417.0
sexo,27,2330.0,1899.0,2499.0,3300.0,3447.0,2990.0,3487.0,3738.0,2617.0,3301.0,2853.0,3531.0,3259.0,2751.0,2279.0,2114.0,2588.0,2018.0,2099.0,2149.0,2178.0,2002.0,2467.0,2213.0,2803.0,2190.0
sexo,28,8276.0,8440.0,10656.0,15154.0,16603.0,21091.0,24095.0,24068.0,23748.0,22474.0,20376.0,19052.0,13891.0,8862.0,7364.0,8832.0,9122.0,7500.0,9771.0,9554.0,9638.0,8483.0,9262.0,7210.0,8704.0,10085.0
sexo,29,220.0,197.0,560.0,982.0,1097.0,948.0,837.0,830.0,1078.0,666.0,802.0,1685.0,2382.0,2051.0,2801.0,2754.0,2093.0,1982.0,1959.0,1854.0,2464.0,2339.0,1631.0,1383.0,1514.0,1398.0
sexo,30,4122.0,4383.0,5854.0,8616.0,9148.0,10545.0,11937.0,11540.0,14333.0,12375.0,11326.0,8996.0,7641.0,6772.0,6247.0,7214.0,6997.0,7327.0,6329.0,4846.0,6844.0,9973.0,10366.0,8537.0,7927.0,8361.0
sexo,31,3500.0,2799.0,3062.0,3969.0,4081.0,4773.0,4843.0,4841.0,5234.0,6266.0,5826.0,6338.0,6100.0,6126.0,6032.0,5626.0,5205.0,4429.0,4057.0,4525.0,5039.0,5011.0,5259.0,3819.0,5548.0,6954.0
sexo,32,1836.0,1562.0,2014.0,2875.0,2944.0,3104.0,2813.0,2707.0,3427.0,3121.0,2988.0,2749.0,2369.0,2198.0,1872.0,1780.0,2017.0,2027.0,2152.0,1773.0,2001.0,1892.0,1972.0,1802.0,1795.0,1854.0
